section,type,part,subpart,title,effective_date,url,char_count
22.2100,section,22,22.2,Scope of subpart,,https://www.acquisition.gov/far/22.2100,219
22.2101,section,22,22.2,Definitions,,https://www.acquisition.gov/far/22.2101,2040
22.2102,section,22,22.2,Policy,,https://www.acquisition.gov/far/22.2102,1455
22.2103,section,22,22.2,Applicability,,https://www.acquisition.gov/far/22.2103,931
22.2104,section,22,22.2,Exclusions,,https://www.acquisition.gov/far/22.2104,1523
22.2105,section,22,22.2,Paid sick leave for Federal contractors and subcontractors,,https://www.acquisition.gov/far/22.2105,3527
22.2106,section,22,22.2,Prohibited acts,,https://www.acquisition.gov/far/22.2106,1094
22.2107,section,22,22.2,Waiver of rights,,https://www.acquisition.gov/far/22.2107,137
22.2108,section,22,22.2,"Multiemployer plans or other funds, plans, or programs",,https://www.acquisition.gov/far/22.2108,236
22.2109,section,22,22.2,Enforcement of Executive Order 13706 paid sick leave requirements,,https://www.acquisition.gov/far/22.2109,9677
22.2110,section,22,22.2,Contract clause,,https://www.acquisition.gov/far/22.2110,348
Part 23,part,23,,"Environment, Sustainable Acquisition, and Material Safety",,https://www.acquisition.gov/far/part-23,1922
23.1,subpart,23,23.1,Sustainable Products and Services,,https://www.acquisition.gov/far/subpart-23.1,48
23.2,subpart,23,23.2,Energy Savings Performance Contracts,,https://www.acquisition.gov/far/subpart-23.2,51
23.3,subpart,23,23.3,"Hazardous Material Identification, Material Safety Data, and Notice of Radioactive Materials",,https://www.acquisition.gov/far/subpart-23.3,107
23.4,subpart,23,23.4,"Pollution Prevention, Environmental Management Systems, and Waste Reduction",,https://www.acquisition.gov/far/subpart-23.4,90
23.5,subpart,23,23.5,Greenhouse Gas Emissions,,https://www.acquisition.gov/far/subpart-23.5,39
23.6,subpart,23,23.6,Reserved,,https://www.acquisition.gov/far/subpart-23.6,23
23.7,subpart,23,23.7,Reserved,,https://www.acquisition.gov/far/subpart-23.7,23
23.8,subpart,23,23.8,Reserved,,https://www.acquisition.gov/far/subpart-23.8,23
23.9,subpart,23,23.9,Reserved,,https://www.acquisition.gov/far/subpart-23.9,23
23.10,subpart,23,23.10,Reserved,,https://www.acquisition.gov/far/subpart-23.10,24
23.000,section,23,23,Scope,,https://www.acquisition.gov/far/23.000,275
23.001,section,23,23.0,Definitions,,https://www.acquisition.gov/far/23.001,407
23.002,section,23,23.0,Policy,,https://www.acquisition.gov/far/23.002,353
23.100,section,23,23.1,Scope of subpart,,https://www.acquisition.gov/far/23.100,376
23.101,section,23,23.1,Definitions,,https://www.acquisition.gov/far/23.101,2497
23.102,section,23,23.1,Authorities,,https://www.acquisition.gov/far/23.102,657
23.103,section,23,23.1,Policy,,https://www.acquisition.gov/far/23.103,1980
23.104,section,23,23.1,General procedures,,https://www.acquisition.gov/far/23.104,2664
23.105,section,23,23.1,Exceptions,,https://www.acquisition.gov/far/23.105,1088
23.106,section,23,23.1,Exemptions,,https://www.acquisition.gov/far/23.106,1768
23.107,section,23,23.1,Statutory purchasing programs,,https://www.acquisition.gov/far/23.107,119
23.107-1,section,23,23.1,Products containing recovered materials,,https://www.acquisition.gov/far/23.107-1,3812
23.107-2,section,23,23.1,Biobased products,,https://www.acquisition.gov/far/23.107-2,3996
23.107-3,section,23,23.1,Energy-consuming products and water-consuming products,,https://www.acquisition.gov/far/23.107-3,2814
23.107-4,section,23,23.1,"Products that contain, use, or are manufactured with ozone-depleting substances or products that contain or use high global warming potential hydrofluorocarbons",,https://www.acquisition.gov/far/23.107-4,2083
23.108,section,23,23.1,Required Environmental Protection Agency purchasing programs,,https://www.acquisition.gov/far/23.108,275
23.108-1,section,23,23.1,Water-efficient products,,https://www.acquisition.gov/far/23.108-1,411
23.108-2,section,23,23.1,Chemically-intensive products,,https://www.acquisition.gov/far/23.108-2,366
23.108-3,section,23,23.1,"Products and services that are subject to EPA Recommendations of Specifications, Standards, and Ecolabels",,https://www.acquisition.gov/far/23.108-3,784
23.109,section,23,23.1,Solicitation provisions and contract clauses,,https://www.acquisition.gov/far/23.109,4171
23.200,section,23,23.2,Scope,,https://www.acquisition.gov/far/23.200,400
23.201,section,23,23.2,Authorities,,https://www.acquisition.gov/far/23.201,85
23.202,section,23,23.2,Policy,,https://www.acquisition.gov/far/23.202,1312
23.300,section,23,23.3,Scope of subpart,,https://www.acquisition.gov/far/23.300,350
23.301,section,23,23.3,Definition,,https://www.acquisition.gov/far/23.301,255
23.302,section,23,23.3,Hazardous material identification and notice of material safety data,,https://www.acquisition.gov/far/23.302,1638
23.303,section,23,23.3,Notice of radioactive materials,,https://www.acquisition.gov/far/23.303,1012
23.304,section,23,23.3,Contract clauses,,https://www.acquisition.gov/far/23.304,1069
23.400,section,23,23.4,Scope of subpart,,https://www.acquisition.gov/far/23.400,298
23.401,section,23,23.4,Definitions,,https://www.acquisition.gov/far/23.401,199
23.402,section,23,23.4,Authorities,,https://www.acquisition.gov/far/23.402,290
23.403,section,23,23.4,Emergency planning and toxic release reporting,,https://www.acquisition.gov/far/23.403,399
23.404,section,23,23.4,Environmental management systems,,https://www.acquisition.gov/far/23.404,771
23.405,section,23,23.4,Waste reduction program,,https://www.acquisition.gov/far/23.405,373
23.406,section,23,23.4,Contract clauses,,https://www.acquisition.gov/far/23.406,930
23.500,section,23,23.5,Scope of subpart,,https://www.acquisition.gov/far/23.500,89
23.501,section,23,23.5,Policy,,https://www.acquisition.gov/far/23.501,523
23.502,section,23,23.5,Solicitation provision,,https://www.acquisition.gov/far/23.502,261
Part 24,part,24,,Protection of Privacy and Freedom of Information,,https://www.acquisition.gov/far/part-24,396
24.1,subpart,24,24.1,Protection of Individual Privacy,,https://www.acquisition.gov/far/subpart-24.1,47
24.2,subpart,24,24.2,Freedom of Information Act,,https://www.acquisition.gov/far/subpart-24.2,41
24.3,subpart,24,24.3,Privacy Training,,https://www.acquisition.gov/far/subpart-24.3,31
24.000,section,24,24,Scope of part,,https://www.acquisition.gov/far/24.000,256
24.101,section,24,24.1,Definitions,,https://www.acquisition.gov/far/24.101,1677
24.102,section,24,24.1,General,,https://www.acquisition.gov/far/24.102,1328
24.103,section,24,24.1,Procedures,,https://www.acquisition.gov/far/24.103,577
24.104,section,24,24.1,Contract clauses,,https://www.acquisition.gov/far/24.104,314
24.201,section,24,24.2,Authority,,https://www.acquisition.gov/far/24.201,326
24.202,section,24,24.2,Prohibitions,,https://www.acquisition.gov/far/24.202,911
24.203,section,24,24.2,Policy,,https://www.acquisition.gov/far/24.203,1522
24.301,section,24,24.3,Privacy training,,https://www.acquisition.gov/far/24.301,2611
24.302,section,24,24.3,Contract clause,,https://www.acquisition.gov/far/24.302,546
Part 25,part,25,,Foreign Acquisition,,https://www.acquisition.gov/far/part-25,3467
25.1,subpart,25,25.1,Buy American-Supplies,,https://www.acquisition.gov/far/subpart-25.1,36
25.2,subpart,25,25.2,Buy American-Construction Materials,,https://www.acquisition.gov/far/subpart-25.2,50
25.3,subpart,25,25.3,Contracts Performed Outside the United States,,https://www.acquisition.gov/far/subpart-25.3,60
25.4,subpart,25,25.4,Trade Agreements,,https://www.acquisition.gov/far/subpart-25.4,31
25.5,subpart,25,25.5,Evaluating Foreign Offers-Supply Contracts,,https://www.acquisition.gov/far/subpart-25.5,57
25.6,subpart,25,25.6,American Recovery and Reinvestment Act-Buy American statute-Construction Materials,,https://www.acquisition.gov/far/subpart-25.6,97
25.7,subpart,25,25.7,Prohibited Sources,,https://www.acquisition.gov/far/subpart-25.7,33
25.8,subpart,25,25.8,Other International Agreements and Coordination,,https://www.acquisition.gov/far/subpart-25.8,62
25.9,subpart,25,25.9,Customs and Duties,,https://www.acquisition.gov/far/subpart-25.9,33
25.10,subpart,25,25.10,Additional Foreign Acquisition Regulations,,https://www.acquisition.gov/far/subpart-25.10,58
25.11,subpart,25,25.11,Solicitation Provisions and Contract Clauses,,https://www.acquisition.gov/far/subpart-25.11,60
25.000,section,25,25,Scope of part,,https://www.acquisition.gov/far/25.000,288
25.001,section,25,25.0,General,,https://www.acquisition.gov/far/25.001,2717
25.002,section,25,25.0,Applicability of subparts,,https://www.acquisition.gov/far/25.002,959
25.003,section,25,25.0,Definitions,,https://www.acquisition.gov/far/25.003,18327
25.100,section,25,25.1,Scope of subpart,,https://www.acquisition.gov/far/25.100,774
25.101,section,25,25.1,General,,https://www.acquisition.gov/far/25.101,3652
25.102,section,25,25.1,Policy,,https://www.acquisition.gov/far/25.102,105
25.103,section,25,25.1,Exceptions,,https://www.acquisition.gov/far/25.103,4252
25.104,section,25,25.1,Nonavailable articles,,https://www.acquisition.gov/far/25.104,1895
25.105,section,25,25.1,Critical components and critical items,,https://www.acquisition.gov/far/25.105,672
25.106,section,25,25.1,Determining reasonableness of cost,,https://www.acquisition.gov/far/25.106,5290
25.200,section,25,25.2,Scope of subpart,,https://www.acquisition.gov/far/25.200,720
25.201,section,25,25.2,Policy,,https://www.acquisition.gov/far/25.201,2926
25.202,section,25,25.2,Exceptions,,https://www.acquisition.gov/far/25.202,2310
25.203,section,25,25.2,Preaward determinations,,https://www.acquisition.gov/far/25.203,714
25.204,section,25,25.2,Evaluating offers of foreign construction material,,https://www.acquisition.gov/far/25.204,4184
25.205,section,25,25.2,Postaward determinations,,https://www.acquisition.gov/far/25.205,1243
25.206,section,25,25.2,Noncompliance,,https://www.acquisition.gov/far/25.206,1985
25.301,section,25,25.3,Contractor personnel in a designated operational area or supporting a diplomatic or consular mission outside the United States,,https://www.acquisition.gov/far/25.301,0
25.301-1,section,25,25.3,Scope,,https://www.acquisition.gov/far/25.301-1,1247
25.301-2,section,25,25.3,Government support,,https://www.acquisition.gov/far/25.301-2,760
25.301-3,section,25,25.3,Weapons,,https://www.acquisition.gov/far/25.301-3,371
25.301-4,section,25,25.3,Contract clause,,https://www.acquisition.gov/far/25.301-4,968
25.302,section,25,25.3,Contractors performing private security functions outside the United States,,https://www.acquisition.gov/far/25.302,0
25.302-1,section,25,25.3,Scope,,https://www.acquisition.gov/far/25.302-1,341
25.302-2,section,25,25.3,Definitions,,https://www.acquisition.gov/far/25.302-2,1001
25.302-3,section,25,25.3,Applicability,,https://www.acquisition.gov/far/25.302-3,1339
25.302-4,section,25,25.3,Policy,,https://www.acquisition.gov/far/25.302-4,2278
25.302-5,section,25,25.3,Remedies,,https://www.acquisition.gov/far/25.302-5,1300
25.302-6,section,25,25.3,Contract clause,,https://www.acquisition.gov/far/25.302-6,802
25.400,section,25,25.4,Scope of subpart,,https://www.acquisition.gov/far/25.400,3763
25.401,section,25,25.4,Exceptions,,https://www.acquisition.gov/far/25.401,3610
25.402,section,25,25.4,General,,https://www.acquisition.gov/far/25.402,2051
25.403,section,25,25.4,World Trade Organization Government Procurement Agreement and Free Trade Agreements,,https://www.acquisition.gov/far/25.403,2357
25.404,section,25,25.4,Least developed countries,,https://www.acquisition.gov/far/25.404,152
25.405,section,25,25.4,Caribbean Basin Trade Initiative,,https://www.acquisition.gov/far/25.405,746
25.406,section,25,25.4,Israeli Trade Act,,https://www.acquisition.gov/far/25.406,645
25.407,section,25,25.4,Agreement on Trade in Civil Aircraft,,https://www.acquisition.gov/far/25.407,731
25.408,section,25,25.4,Procedures,,https://www.acquisition.gov/far/25.408,838
25.501,section,25,25.5,General,,https://www.acquisition.gov/far/25.501,617
25.502,section,25,25.5,Application,,https://www.acquisition.gov/far/25.502,3010
25.503,section,25,25.5,Group offers,,https://www.acquisition.gov/far/25.503,3331
25.504,section,25,25.5,Evaluation examples,,https://www.acquisition.gov/far/25.504,335
25.504-1,section,25,25.5,Buy American statute,,https://www.acquisition.gov/far/25.504-1,3025
25.504-2,section,25,25.5,WTO GPA/Caribbean Basin Trade Initiative/FTAs,,https://www.acquisition.gov/far/25.504-2,704
25.504-3,section,25,25.5,FTA/Israeli Trade Act,,https://www.acquisition.gov/far/25.504-3,982
25.504-4,section,25,25.5,Group award basis,,https://www.acquisition.gov/far/25.504-4,6692
25.600,section,25,25.6,Scope of subpart,,https://www.acquisition.gov/far/25.600,446
25.601,section,25,25.6,Definitions,,https://www.acquisition.gov/far/25.601,1930
25.602,section,25,25.6,Policy,,https://www.acquisition.gov/far/25.602,0
25.602-1,section,25,25.6,Section 1605 of the Recovery Act,,https://www.acquisition.gov/far/25.602-1,2595
25.602-2,section,25,25.6,Buy American statute,,https://www.acquisition.gov/far/25.602-2,283
25.603,section,25,25.6,Exceptions,,https://www.acquisition.gov/far/25.603,2953
25.604,section,25,25.6,Preaward determination concerning the inapplicability of section 1605 of the Recovery Act or the Buy American statute,,https://www.acquisition.gov/far/25.604,2031
25.605,section,25,25.6,Evaluating offers of foreign construction material,,https://www.acquisition.gov/far/25.605,2196
25.606,section,25,25.6,Postaward determinations,,https://www.acquisition.gov/far/25.606,1314
25.607,section,25,25.6,Noncompliance,,https://www.acquisition.gov/far/25.607,2166
25.700,section,25,25.7,Scope of subpart,,https://www.acquisition.gov/far/25.700,823
25.701,section,25,25.7,Restrictions administered by the Department of the Treasury on acquisitions of supplies or services from prohibited sources,,https://www.acquisition.gov/far/25.701,1196
25.702,section,25,25.7,Prohibition on contracting with entities that conduct restricted business operations in Sudan,,https://www.acquisition.gov/far/25.702,0
25.702-1,section,25,25.7,Definitions,,https://www.acquisition.gov/far/25.702-1,2244
25.702-2,section,25,25.7,Certification,,https://www.acquisition.gov/far/25.702-2,177
25.702-3,section,25,25.7,Remedies,,https://www.acquisition.gov/far/25.702-3,399
25.702-4,section,25,25.7,Waiver,,https://www.acquisition.gov/far/25.702-4,2976
25.703,section,25,25.7,Prohibition on contracting with entities that engage in certain activities or transactions relating to Iran,,https://www.acquisition.gov/far/25.703,0
25.703-1,section,25,25.7,Definitions,,https://www.acquisition.gov/far/25.703-1,1099
25.703-2,section,25,25.7,Iran Sanctions Act,,https://www.acquisition.gov/far/25.703-2,2526
25.703-3,section,25,25.7,Prohibition on contracting with entities that export sensitive technology to Iran,,https://www.acquisition.gov/far/25.703-3,872
